Артикул;Производитель;Цена, EUR;Наличие
IHR607;Transpo;9,12;>3
IHR749;Transpo;9,03;3
IHR739;Transpo;17,72;3
RH-82;Mobiletron;10,2;2
IXR719;Transpo;8,28;>3
RM-10HV;Mobiletron;12,35;2
IMR7550;Transpo;10,28;>3
RM-127;Mobiletron;14,07;3
IMR85668;Transpo;11,74;3
RM-135;Mobiletron;15,21;>3
IMR8594;Transpo;24,17;1
INR725;Transpo;18,52;>3
RN-33;Mobiletron;25,62;>3
IPR773;Transpo;18,15;>3
RU-03;Mobiletron;8,75;1
RD-38;Mobiletron;20,27;3
IHR603;Transpo;7,38;1
IHR728;Transpo;8,81;2
RH-75;Mobiletron;13,39;1
IHR741;Transpo;10,16;>3
IXR725;Transpo;14,55;2
RM-08HV;Mobiletron;13,43;2
RM-118;Mobiletron;14,48;2
IMR10081;Transpo;11,91;3
IMR8576;Transpo;11,15;3
IMR10040;Transpo;11,03;>3
IMR10043;Transpo;7,85;>3
IMR8591;Transpo;11,63;2
RN-19;Mobiletron;12,49;3
RN-30;Mobiletron;19,78;3
IPR135;Transpo;6,79;>3
IPR747;Transpo;13,38;3
RT-09H;Mobiletron;9,62;>3
VR-B194;Mobiletron;5,56;>3
IB376;Transpo;4,65;>3
VR-B211;Mobiletron;5,05;1
IB558;Transpo;18,05;>3
VR-D694H;Mobiletron;7,81;2
IX118;Transpo;12,27;1
F798;Transpo;6,61;2
F606;Transpo;17,61;2
IH250;Transpo;15,35;>3
VR-H2000-27;Mobiletron;10,35;2
VR-H2000-44;Mobiletron;12,54;>3
IH742;Transpo;17,97;>3
VR-H2005-104;Mobiletron;22,74;3
IN252;Transpo;9,37;1
IN253;Transpo;21,72;>3
IN223;Transpo;17,79;1
IN450;Transpo;9,01;>3
IN225;Transpo;17,79;1
VR-H2005-91;Mobiletron;16,94;>3
VR-H2009-107;Mobiletron;14,58;2
IY794;Transpo;10,9;>3
VR-H2009-15S;Mobiletron;8,52;>3
IM829;Transpo;24,37;2
IM212;Transpo;14,74;3
VR-H2009-73;Mobiletron;12,6;>3
IM381;Transpo;13,29;1
VR-MD03;Mobiletron;10,41;>3
M525;Transpo;15,58;1
133921;Cargo;2,37;2
135422;Cargo;0,17;>3
140694;Cargo;0,39;>3
140729;Cargo;0,58;>3
140737;Cargo;3,42;3
141033;Cargo;2,51;>3
7.7317.1;Ika;9,67;3
7.7115.1;Ika;8,82;1
1.2031.0;Ika;1,86;>3
7.7214.1;Ika;6,89;1
493;Zm;16,23;>3
ZM493;ERA;16,23;>3
ZM493;Zm;16,23;>3
2520;Mario Ghibaudi;10,84;1
1596;Zm;15,77;1
ZM1596;ERA;15,77;1
ZM1596;Zm;15,77;1
822;Zen;12,19;>3
1.01.0822.0;Zen;12,19;>3
225363;ERA;12,19;>3
ZN0822;ERA;12,19;>3
ZN0822;Zen;12,19;>3
1976;Zm;17,77;>3
ZM1976;ERA;17,77;>3
ZM1976;Zm;17,77;>3
844;Zen;28,06;2
1.01.0844.0;Zen;28,06;2
225376;ERA;28,06;2
ZN0844;ERA;28,06;2
ZN0844;Zen;28,06;2
638;Zen;9,43;>3
1.01.0638.0;Zen;9,43;>3
225267;ERA;9,43;>3
ZN0638;ERA;9,43;>3
ZN0638;Zen;9,43;>3
791;Zen;28,8;2
1.01.0791.0;Zen;28,8;2
225340;ERA;28,8;2
ZN0791;ERA;28,8;2
ZN0791;Zen;28,8;2
3454;Mario Ghibaudi;0,67;>3
3122;Mario Ghibaudi;16,71;2
3899D;Mario Ghibaudi;0,4;>3
4106D;Mario Ghibaudi;0,16;>3
1794;Ghibaudi;18,63;1
1794;Mario Ghibaudi;18,63;1
1824;Mario Ghibaudi;8,57;>3
134913;Cargo;0,1;>3
636;Zen;8,37;>3
1.01.0636.0;Zen;8,37;>3
225266;ERA;8,37;>3
ZN0636;ERA;8,37;>3
ZN0636;Zen;8,37;>3
678;Zen;9,84;2
ZN0678;ERA;9,84;2
ZN0678;Zen;9,84;2
2229;Mario Ghibaudi;8,82;1
790;Zen;19,38;>3
1.01.0790.0;Zen;19,38;>3
225339;ERA;19,38;>3
ZN0790;ERA;19,38;>3
ZN0790;Zen;19,38;>3
687;Zen;13,66;2
1.01.0687.0;Zen;13,66;2
225294;ERA;13,66;2
ZN0687;ERA;13,66;2
ZN0687;Zen;13,66;2
490;Zm;14,59;>3
ZM490;ERA;14,59;>3
ZM490;Zm;14,59;>3
707;Zm;22,03;1
ZM707;ERA;22,03;1
ZM707;Zm;22,03;1
89;Zen;23,86;>3
1.01.0089.0;Zen;23,86;>3
225041;ERA;23,86;>3
ZN0089;ERA;23,86;>3
ZN0089;Zen;23,86;>3
871;Zen;8,58;1
1.01.0871.0;Zen;8,58;1
225391;ERA;8,58;1
ZN0871;ERA;8,58;1
ZN0871;Zen;8,58;1
475;Zm;16,57;>3
ZM475;ERA;16,57;>3
ZM475;Zm;16,57;>3
711;Zen;13,62;>3
1.01.0711.0;Zen;13,62;>3
225299;ERA;13,62;>3
ZN0711;ERA;13,62;>3
ZN0711;Zen;13,62;>3
760;Zm;17,65;>3
ZM760;ERA;17,65;>3
ZM760;Zm;17,65;>3
975;Zm;17,8;2
ZM975;ERA;17,8;2
ZM975;Zm;17,8;2
1.01.1071.0;Zen;10,1;1
1071;Zen;10,1;1
225510;ERA;10,1;1
ZN1071;ERA;10,1;1
ZN1071;Zen;10,1;1
598;Zm;14,35;>3
ZM598;ERA;14,35;>3
ZM598;Zm;14,35;>3
742;Zm;20,7;>3
ZM742;ERA;20,7;>3
ZM742;Zm;20,7;>3
722;Zen;15,41;>3
1.01.0722.0;Zen;15,41;>3
225303;ERA;15,41;>3
ZN0722;ERA;15,41;>3
ZN0722;Zen;15,41;>3
6925D;Mario Ghibaudi;1,38;>3
77591;Zm;2,37;>3
ZM77591;ERA;2,37;>3
ZM77591;Zm;2,37;>3
965;Zen;8,64;3
1.01.0965.0;Zen;8,64;3
225446;ERA;8,64;3
ZN0965;ERA;8,64;3
ZN0965;Zen;8,64;3
479;Zm;18,86;2
ZM479;ERA;18,86;2
ZM479;Zm;18,86;2
999;Zen;8,06;>3
1.01.0999.0;Zen;8,06;>3
225464;ERA;8,06;>3
ZN0999;ERA;8,06;>3
ZN0999;Zen;8,06;>3
1.01.1169.0;Zen;11,59;1
1169;Zen;11,59;1
225543;ERA;11,59;1
ZN1169;ERA;11,59;1
ZN1169;Zen;11,59;1
2409;Zm;15,84;1
ZM2409;ERA;15,84;1
ZM2409;Zm;15,84;1
2.05.0378.0;Zen;17,6;>3
219010;ERA;17,6;>3
5378;Zen;17,6;>3
ZN5378;ERA;17,6;>3
ZN5378;Zen;17,6;>3
2.05.0438.0;Zen;18,18;1
219046;ERA;18,18;1
5438;Zen;18,18;1
ZN5438;ERA;18,18;1
ZN5438;Zen;18,18;1
477;Zm;17,26;3
ZM477;ERA;17,26;3
ZM477;Zm;17,26;3
230338;Cargo;4,69;3
2371;Zm;15,07;>3
ZM2371;ERA;15,07;>3
ZM2371;Zm;15,07;>3
2.05.0390.0;Zen;17,68;3
219021;ERA;17,68;3
5390;Zen;17,68;3
ZN5390;ERA;17,68;3
ZN5390;Zen;17,68;3
2.05.0432.0;Zen;17,58;3
219042;ERA;17,58;3
5432;Zen;17,58;3
ZN5432;ERA;17,58;3
ZN5432;Zen;17,58;3
1.01.1451.0;Zen;10,79;>3
1451;Zen;10,79;>3
225617;ERA;10,79;>3
ZN1451;ERA;10,79;>3
ZN1451;Zen;10,79;>3
2329;Mario Ghibaudi;25,79;>3
2762;Zm;13,8;>3
ZM2762;ERA;13,8;>3
ZM2762;Zm;13,8;>3
561;Zen;15,51;1
1.01.0561.0;Zen;15,51;1
225223;ERA;15,51;1
ZN0561;ERA;15,51;1
ZN0561;Zen;15,51;1
879;Zen;22,27;2
1.01.0879.0;Zen;22,27;2
225395;ERA;22,27;2
ZN0879;ERA;22,27;2
ZN0879;Zen;22,27;2
7395;Zm;18;3
ZM7395;ERA;18;3
ZM7395;Zm;18;3
2634;Mario Ghibaudi;25,2;1
2203;Mario Ghibaudi;12,01;>3
1640;Zm;21,76;>3
ZM1640;ERA;21,76;>3
ZM1640;Zm;21,76;>3
406;Zm;22,34;2
ZM406;ERA;22,34;2
ZM406;Zm;22,34;2
825;Zen;8,57;1
1.01.0825.0;Zen;8,57;1
225365;ERA;8,57;1
ZN0825;ERA;8,57;1
ZN0825;Zen;8,57;1
457;Zm;37,65;>3
ZM457;ERA;37,65;>3
ZM457;Zm;37,65;>3
2461;Zm;50,56;3
ZM2461;ERA;50,56;3
ZM2461;Zm;50,56;3
7.7121.1;Ika;8,71;>3
4.3514.0;Ika;0,76;>3
7.7130.1;Ika;11,03;3
7.7211.1;Ika;9,44;3
4.2385.1;Ika;15,72;1
3.3517.1;Ika;23,98;1
4.4103.0;Ika;0,47;>3
8.8200.0;Ika;1,02;>3
8.8261.0;Ika;5,06;>3
8.8257.0;Ika;11,08;1
0.1984.1;Ika;2,24;2
0.1900.1;Ika;0,55;>3
0.1949.1;Ika;2,95;>3
8.8137.0;Ika;13,58;>3
8.8538.0;Ika;5,91;>3
0.1605.1;Ika;2,25;>3
0.1611.1;Ika;9,08;>3
0.1254.1;Ika;5,41;>3
0.1934.1;Ika;4,24;>3
0.1938.1;Ika;1,51;>3
8.8987.0;Ika;2,53;3
8.8315.0;Ika;14,67;>3
0.1194.1;Ika;33,06;1
0.1999.1;Ika;3,06;3
8.4209.0;Ika;2,26;>3
3.3521.1;Ika;24,33;2
3.3545.1;Ika;31,55;>3
3.3535.1;Ika;47,2;3
7.7165.1;Ika;7,8;>3
3.3583.1;Ika;27,43;3
7.7203.1;Ika;8,96;>3
3.5317.1;Ika;28,33;3
3.3574.1;Ika;55,37;>3
7.7293.1;Ika;8,68;>3
3.5356.1;Ika;35,89;3
3.5419.1;Ika;30,88;1
0.1138.1;Ika;3,62;>3
0.1157.1;Ika;2,34;3
0.1158.1;Ika;6,11;>3
0.1170.1;Ika;16,52;>3
0.1103.1;Ika;9,25;>3
0.1466.1;Ika;4,03;>3
0.1771.1;Ika;2,73;2
0.1712.1;Ika;0,68;>3
0.1361.1;Ika;1,78;>3
A/ 1134;ORME;34,56;1
A/1134;Orme;34,56;1
A1134;ORME;34,56;1
A/ 654;ORME;25,28;>3
A/654;Orme;25,28;>3
A654;ORME;25,28;>3
A/ 662;ORME;28,24;2
A/662;Orme;28,24;2
A662;ORME;28,24;2
A/ 679;ORME;84,62;2
A/679;Orme;84,62;2
A679;ORME;84,62;2
A/ 727;Orme;23,04;1
A/727;Orme;23,04;1
A727;ORME;23,04;1
A/ 745;Orme;38,21;2
A/745;Orme;38,21;2
A745;ORME;38,21;2
A/ 746;Orme;41,5;1
A/746;Orme;41,5;1
A746;ORME;41,5;1
CM142;Orme;38,86;2
CM3001;Orme;46,42;2
CM3022;Orme;46,64;1
CM3040;Orme;22,48;2
CM5;Orme;15,32;1
IG-M008N;Mobiletron;26,45;3
IG-T009;Mobiletron;53,39;2
RB-126HD;Mobiletron;16,13;>3
DR2910;Transpo;14,5;2
FR6100;Transpo;12,93;1
RH-30;Mobiletron;9,22;2
IHR717;Transpo;13,7;1
RH-79;Mobiletron;22,51;>3
RM-117;Mobiletron;13,58;3
IMR8568;Transpo;13,66;3
RM-132;Mobiletron;14,26;2
IYR9016;Transpo;19;3
IMR7572;Transpo;13,86;>3
RM-37;Mobiletron;16,27;3
IMR10041;Transpo;12,32;3
RN-29;Mobiletron;19,74;>3
RP-18;Mobiletron;11,6;>3
RT-24HD;Mobiletron;16,74;>3
TB-ND098;Mobiletron;8,32;1
IB220;Transpo;11,33;>3
VR-B260;Mobiletron;9,02;>3
IB252;Transpo;13,19;>3
IB391;Transpo;9,67;>3
F613;Transpo;14,31;2
VR-H2000-17S;Mobiletron;4,53;2
VR-H2000-23S;Mobiletron;5,72;3
IH252;Transpo;9,37;>3
IH769;Transpo;9,86;>3
VR-H2000-9S;Mobiletron;7,42;1
IN436;Transpo;14,77;>3
IN257;Transpo;23,41;3
VR-H2005-40;Mobiletron;8,8;>3
IN461;Transpo;20,96;>3
IN219;Transpo;6,05;2
VR-H2005-90;Mobiletron;24,28;>3
IN6302;Transpo;16,85;>3
IM268;Transpo;9,82;>3
IM275;Transpo;12,59;>3
IM280;Transpo;10,52;1
IM834;Transpo;24,37;3
IM224;Transpo;7,95;1
TRI345;Transpo;5,61;>3
IY126;Transpo;16,78;>3
VR-MD04;Mobiletron;12,19;>3
133571;Cargo;0,68;>3
135943;Cargo;5,49;>3
140696;Cargo;0,46;>3
140730;Cargo;0,37;>3
141187;Cargo;4,36;3
230391;Cargo;6,22;>3
238956;Cargo;7,27;>3
330240;Cargo;30,86;1
7.7174.1;Ika;4,6;2
7.7186.1;Ika;8,4;2
7.7143.1;Ika;9,12;1
7.7188.1;Ika;10,34;1
1.01.1597.0;Zen;7,56;>3
1597;Zen;7,56;>3
225671;ERA;7,56;>3
ZN1597;ERA;7,56;>3
ZN1597;Zen;7,56;>3
2.05.0450.0;Zen;17;>3
219052;ERA;17;>3
5450;Zen;17;>3
ZN5450;ERA;17;>3
ZN5450;Zen;17;>3
950;Zen;9,57;1
1.01.0950.0;Zen;9,57;1
225436;ERA;9,57;1
ZN0950;ERA;9,57;1
ZN0950;Zen;9,57;1
2.05.0429.0;Zen;16,86;3
219040;ERA;16,86;3
5429;Zen;16,86;3
ZN5429;ERA;16,86;3
ZN5429;Zen;16,86;3
1.01.1576.0;Zen;9,34;3
1576;Zen;9,34;3
225665;ERA;9,34;3
ZN1576;ERA;9,34;3
ZN1576;Zen;9,34;3
1.01.1545.0;Zen;7,69;3
1545;Zen;7,69;3
225651;ERA;7,69;3
ZN1545;ERA;7,69;3
ZN1545;Zen;7,69;3
111;Zm;5,28;1
ZM111;ERA;5,28;1
ZM111;Zm;5,28;1
2.05.0449.0;Zen;17,71;>3
219051;ERA;17,71;>3
5449;Zen;17,71;>3
ZN5449;ERA;17,71;>3
ZN5449;Zen;17,71;>3
2379;Mario Ghibaudi;7,62;>3
111200;Cargo;169,73;1
ALB1456;Krauf;96,6;1
112328;Cargo;141,39;1
ALV1643RB;MOTORHERZ;178,25;1
CA1643IR;HC-Parts;178,25;1
CBA1643IR;Konceptis;178,25;1
113891;Cargo;253,81;1
DD-1004;Mobiletron;0,76;>3
DD-1067;Mobiletron;0,94;>3
D1001;Transpo;2,41;1
IG-H011;Mobiletron;12,13;1
IG-M016;Mobiletron;53,68;3
IBR215;Transpo;14,1;>3
RB-929H;Mobiletron;10,64;1
IBR332;Transpo;12,61;3
IBR340;Transpo;15,92;>3
IBR324;Transpo;12,23;>3
DER2000;Transpo;6,68;>3
DR5080;Transpo;3,83;3
RH-33;Mobiletron;11,94;2
RH-34;Mobiletron;17,4;3
IHR744;Transpo;23,41;>3
RH-78;Mobiletron;11,45;1
IMR6540;Transpo;23,41;>3
RM-123;Mobiletron;13;>3
IMR7588;Transpo;11,21;1
RM-124;Mobiletron;13,19;>3
IYR9028;Transpo;11,85;>3
IMR8577;Transpo;13,42;3
RM-154HV;Mobiletron;22,99;3
RM-63;Mobiletron;12,23;2
IMR8545;Transpo;18,33;3
RM-92;Mobiletron;14,04;3
RN-26;Mobiletron;20,82;3
IPR124;Transpo;7,77;2
IPR846;Transpo;18,49;>3
RT-23HD;Mobiletron;17,62;>3
VR-B219;Mobiletron;13,91;3
IB235;Transpo;33,07;>3
VR-B372;Mobiletron;21,09;1
VR-D445;Mobiletron;10,52;1
VR-D717;Mobiletron;11,63;3
IX121;Transpo;9,43;>3
F600;Transpo;9,12;2
VR-F901;Mobiletron;14,71;1
IH248;Transpo;7,4;>3
VR-H2000-52;Mobiletron;19,43;>3
IN251;Transpo;21,72;2
IN235;Transpo;13,95;1
758;Zen;11,83;2
1.01.0758.0;Zen;11,83;2
225319;ERA;11,83;2
ZN0758;ERA;11,83;2
ZN0758;Zen;11,83;2
969;Zen;8,4;3
1.01.0969.0;Zen;8,4;3
225448;ERA;8,4;3
ZN0969;ERA;8,4;3
ZN0969;Zen;8,4;3
617;Zen;7,92;2
1.01.0617.0;Zen;7,92;2
225252;ERA;7,92;2
ZN0617;ERA;7,92;2
ZN0617;Zen;7,92;2
861;Zen;12,05;1
1.01.0861.0;Zen;12,05;1
225387;ERA;12,05;1
ZN0861;ERA;12,05;1
ZN0861;Zen;12,05;1
1.01.1475.0;Zen;15,28;1
1475;Zen;15,28;1
225630;ERA;15,28;1
ZN1475;ERA;15,28;1
ZN1475;Zen;15,28;1
2038;Mario Ghibaudi;16,82;3
1860;Zm;19,28;2
ZM1860;ERA;19,28;2
ZM1860;Zm;19,28;2
1.01.0833.1;Zen;6,99;>3
1209;Zen;6,99;>3
225573;ERA;6,99;>3
ZN1209;ERA;6,99;>3
ZN1209;Zen;6,99;>3
712;Zen;11,95;3
1.01.0712.0;Zen;11,95;3
225300;ERA;11,95;3
ZN0712;ERA;11,95;3
ZN0712;Zen;11,95;3
1695;Zm;18,85;2
ZM1695;ERA;18,85;2
ZM1695;Zm;18,85;2
1.01.1156.0;Zen;13,9;>3
1156;Zen;13,9;>3
225535;ERA;13,9;>3
ZN1156;ERA;13,9;>3
ZN1156;Zen;13,9;>3
938;Zen;7,16;>3
1.01.0938.0;Zen;7,16;>3
225428;ERA;7,16;>3
ZN0938;ERA;7,16;>3
ZN0938;Zen;7,16;>3
833;Zm;51,07;2
ZM833;ERA;51,07;2
ZM833;Zm;51,07;2
2009;Mario Ghibaudi;20,42;>3
899;Zen;49,59;>3
ZN0899;ERA;49,59;>3
ZN0899;Zen;49,59;>3
1717;Zm;18,22;3
ZM1717;ERA;18,22;3
ZM1717;Zm;18,22;3
371;Zm;15,76;>3
ZM371;ERA;15,76;>3
ZM371;Zm;15,76;>3
978;Zm;18,5;>3
ZM978;ERA;18,5;>3
ZM978;Zm;18,5;>3
1.01.1020.0;Zen;8,87;1
1020;Zen;8,87;1
225478;ERA;8,87;1
ZN1020;ERA;8,87;1
ZN1020;Zen;8,87;1
139173;Cargo;0,07;>3
474;Zm;10,05;>3
ZM474;ERA;10,05;>3
ZM474;Zm;10,05;>3
6032;Mario Ghibaudi;20,09;2
900;Zen;8,08;>3
1.01.0900.0;Zen;8,08;>3
225403;ERA;8,08;>3
ZN0900;ERA;8,08;>3
ZN0900;Zen;8,08;>3
998;Zen;9,79;3
1.01.0998.0;Zen;9,79;3
225463;ERA;9,79;3
ZN0998;ERA;9,79;3
ZN0998;Zen;9,79;3
139990;Cargo;1,7;2
230081;Cargo;0,43;>3
230091;Cargo;3,2;>3
1.01.0885.1;Zen;11,24;3
1213;Zen;11,24;3
225577;ERA;11,24;3
ZN1213;ERA;11,24;3
ZN1213;Zen;11,24;3
2.05.0392.0;Zen;16,99;2
219022;ERA;16,99;2
5392;Zen;16,99;2
ZN5392;ERA;16,99;2
ZN5392;Zen;16,99;2
1.01.1070.0;Zen;13,08;2
1070;Zen;13,08;2
225509;ERA;13,08;2
ZN1070;ERA;13,08;2
ZN1070;Zen;13,08;2
1.01.1487.0;Zen;11,27;>3
1487;Zen;11,27;>3
225639;ERA;11,27;>3
ZN1487;ERA;11,27;>3
ZN1487;Zen;11,27;>3
2.05.0389.0;Zen;17,67;>3
219020;ERA;17,67;>3
5389;Zen;17,67;>3
ZN5389;ERA;17,67;>3
ZN5389;Zen;17,67;>3
1.01.1072.0;Zen;10,36;>3
1072;Zen;10,36;>3
225511;ERA;10,36;>3
ZN1072;ERA;10,36;>3
ZN1072;Zen;10,36;>3
231335;Cargo;33,26;2
892;Zm;22,67;3
ZM892;ERA;22,67;3
ZM892;Zm;22,67;3
497;Zm;14,74;>3
ZM497;ERA;14,74;>3
ZM497;Zm;14,74;>3
2144;Mario Ghibaudi;16,17;>3
458;Zm;50,93;1
ZM458;ERA;50,93;1
ZM458;Zm;50,93;1
607;Zen;20,17;2
1.01.0607.0;Zen;20,17;2
225245;ERA;20,17;2
ZN0607;ERA;20,17;2
ZN0607;Zen;20,17;2
633;Zm;15,31;>3
ZM633;ERA;15,31;>3
ZM633;Zm;15,31;>3
661;Zm;24;>3
ZM661;ERA;24;>3
ZM661;Zm;24;>3
1719;Zm;19,68;2
ZM1719;ERA;19,68;2
ZM1719;Zm;19,68;2
232853;Cargo;1,16;>3
2233;Mario Ghibaudi;24,65;>3
2206;Mario Ghibaudi;16,53;>3
1.01.1643.0;Zen;10,25;2
1643;Zen;10,25;2
225701;ERA;10,25;2
ZN1643;ERA;10,25;2
ZN1643;Zen;10,25;2
2241;Mario Ghibaudi;17,48;>3
1.01.1483.0;Zen;11,5;1
1483;Zen;11,5;1
225635;ERA;11,5;1
ZN1483;ERA;11,5;1
ZN1483;Zen;11,5;1
1.01.1178.0;Zen;13,35;>3
1178;Zen;13,35;>3
225550;ERA;13,35;>3
ZN1178;ERA;13,35;>3
ZN1178;Zen;13,35;>3
1.01.1631.0;Zen;10,26;>3
1631;Zen;10,26;>3
225695;ERA;10,26;>3
ZN1631;ERA;10,26;>3
ZN1631;Zen;10,26;>3
1.01.1026.0;Zen;10,4;>3
1026;Zen;10,4;>3
225484;ERA;10,4;>3
ZN1026;ERA;10,4;>3
ZN1026;Zen;10,4;>3
2321;Mario Ghibaudi;14,53;>3
4395;Zm;17,77;2
ZM4395;ERA;17,77;2
ZM4395;Zm;17,77;2
2.05.0448.0;Zen;17,48;2
219050;ERA;17,48;2
5448;Zen;17,48;2
ZN5448;ERA;17,48;2
ZN5448;Zen;17,48;2
2.05.0463.0;Zen;17,7;3
219064;ERA;17,7;3
5463;Zen;17,7;3
ZN5463;ERA;17,7;3
ZN5463;Zen;17,7;3
1.01.1081.0;Zen;30,88;2
1081;Zen;30,88;2
225515;ERA;30,88;2
ZN1081;ERA;30,88;2
ZN1081;Zen;30,88;2
2.05.0455.0;Zen;17,68;>3
219056;ERA;17,68;>3
5455;Zen;17,68;>3
ZN5455;ERA;17,68;>3
ZN5455;Zen;17,68;>3
113503;Cargo;132,48;2
113847;Cargo;96,92;1
137313;Cargo;15,64;>3
133197;Cargo;0,46;>3
133370;Cargo;1,73;>3
135423;Cargo;0,48;>3
140735;Cargo;0,41;>3
141017;Cargo;0,52;>3
141224;Cargo;9,23;>3
1.2035.0;Ika;2,01;>3
4.0751.0;Ika;0,09;2
7.7185.1;Ika;11,92;2
7.7187.1;Ika;10,07;1
7.7057.1;Ika;0,98;>3
7.7140.1;Ika;8,34;>3
7.7524.1;Ika;11,53;1
7.7189.1;Ika;7,98;>3
4.4012.0;Ika;0,41;>3
4.4257.0;Ika;0,58;>3
4.4056.0;Ika;0,28;>3
4.4371.0;Ika;0,28;>3
8.8134.0;Ika;3,66;>3
8.8239.0;Ika;5,52;>3
0.1905.1;Ika;0,86;>3
0.1901.1;Ika;1,73;>3
0.1965.1;Ika;2,46;3
8.8118.0;Ika;1,6;>3
8.8686.0;Ika;6,45;>3
8.8672.0;Ika;1,77;>3
8.8139.0;Ika;9,96;2
4.4410.0;Ika;0,72;>3
8.4097.0;Ika;2,26;>3
0.1251.1;Ika;4,25;>3
0.1979.1;Ika;5,53;>3
0.1527.1;Ika;5,27;>3
8.4091.0;Ika;4,15;>3
8.8675.0;Ika;0,81;>3
4.4198.0;Ika;0,99;>3
0.1167.1;Ika;4,02;>3
3.3522.1;Ika;27,39;3
3.3576.1;Ika;26,97;1
3.3533.1;Ika;26,07;3
3.3584.1;Ika;25,52;1
3.5319.1;Ika;27,51;3
3.3558.1;Ika;33,79;>3
3.3568.1;Ika;30,07;>3
3.3554.0;Ika;1,57;2
7.7202.1;Ika;7,12;>3
3.5342.1;Ika;39,48;1
3.5379.1;Ika;51,7;2
3.5353.1;Ika;38,38;3
8.8238.0;Ika;3,59;>3
0.1145.1;Ika;26,97;>3
0.1169.1;Ika;5,62;>3
0.1123.1;Ika;3,37;>3
0.1068.1;Ika;1,28;>3
0.1561.1;Ika;0,77;>3
0.1770.1;Ika;1,74;>3
IB239;Transpo;11,55;>3
D411HD;Transpo;6,64;>3
F797;Transpo;25,52;2
IH761;Transpo;13,39;>3
VR-H2000-43;Mobiletron;8,82;>3
IH738;Transpo;10,13;3
IH237;Transpo;17,22;2
VR-H2005-2W;Mobiletron;15,01;3
VR-H2005-63A;Mobiletron;16,42;1
IN222;Transpo;7,98;3
VR-H2005-93;Mobiletron;23,71;>3
VR-H2009-108;Mobiletron;15,64;>3
IM210;Transpo;4,04;>3
VR-H2009-48;Mobiletron;7,71;2
IM232;Transpo;10,89;>3
IM286;Transpo;20,96;2
IM844;Transpo;12,01;>3
VR-H2009-88;Mobiletron;20,5;>3
VR-MD08;Mobiletron;15,88;>3
MP291;Transpo;5,78;>3
IP132;Transpo;9,12;2
IP135B;Transpo;6,07;1
VR-PR3729A;Mobiletron;12,42;2
230502;Cargo;31,74;2
231400;Cargo;3,24;>3
138424;Cargo;10,17;>3
140164;Cargo;1,42;>3
140930;Cargo;3,27;>3
140991;Cargo;0,3;>3
141190;Cargo;10,17;>3
231379;Cargo;10,73;>3
235214;Cargo;6,22;>3
237587;Cargo;37,06;1
7.7114.1;Ika;7,87;2
7.7314.1;Ika;8,94;1
1.2023.0;Ika;1,95;3
1.2044.0;Ika;2,01;>3
7.7172.1;Ika;11,54;3
4.2215.0;Ika;1,26;>3
7.7389.1;Ika;9,19;3
7.7122.1;Ika;7,91;3
1.2012.0;Ika;3,04;>3
1.2043.0;Ika;1,84;>3
1.3649.0;Ika;6,32;1
1.2089.0;Ika;3,59;>3
4.4053.0;Ika;0,23;>3
0.1269.1;Ika;1,21;1
8.4207.0;Ika;3,77;>3
8.8262.0;Ika;6,6;>3
8.8691.0;Ika;3,22;>3
8.4079.0;Ika;1,06;>3
0.1977.1;Ika;4,61;1
0.1899.1;Ika;1,48;>3
8.8671.0;Ika;2,08;3
0.1972.1;Ika;4,84;2
1.2001.0;Ika;2,04;1
4.2225.0;Ika;1,08;3
7.7056.1;Ika;1,32;>3
4.0748.0;Ika;0,23;>3
7.7142.1;Ika;7,99;1
1.2042.0;Ika;2,37;>3
1.2017.0;Ika;3,34;1
3.3516.1;Ika;33,79;>3
7.7199.1;Ika;15,15;>3
8.8551.0;Ika;6,41;>3
8.8693.0;Ika;4,94;>3
8.8226.0;Ika;4,66;>3
4.4372.0;Ika;0,32;>3
8.8144.0;Ika;2,24;>3
0.1993.1;Ika;4,25;>3
0.1980.1;Ika;3,25;>3
0.1936.1;Ika;5,56;>3
0.1902.1;Ika;0,9;>3
0.1945.1;Ika;2,43;>3
0.1913.1;Ika;1,09;>3
8.8278.0;Ika;9,66;3
8.8541.0;Ika;6,83;1
8.8673.0;Ika;1,48;>3
8.8981.0;Ika;1,02;3
8.8305.0;Ika;8,85;>3
0.1918.1;Ika;1,52;1
8.2260.0;Ika;1,2;>3
4.4409.0;Ika;0,68;>3
0.1962.1;Ika;2,66;>3
8.8674.0;Ika;0,88;>3
0.1250.1;Ika;2,25;>3
0.1903.1;Ika;1,92;>3
8.8161.0;Ika;0,8;>3
0.1530.1;Ika;5,35;>3
8.8665.0;Ika;3,97;>3
8.8220.0;Ika;7,75;>3
5.8155.7;Ika;3,08;>3
0.1908.1;Ika;1,34;>3
3.3547.1;Ika;36,04;>3
3.5303.1;Ika;34,24;>3
7.7139.1;Ika;38,35;>3
3.5323.1;Ika;26,25;1
3.5453.1;Ika;26,46;>3
1.2082.0;Ika;1,04;>3
3.3589.1;Ika;29,35;1
8.9015.0;Ika;10,72;>3
8.9019.0;Ika;9,35;>3
0.1152.1;Ika;4,24;>3
0.1168.1;Ika;9,8;>3
0.1176.1;Ika;18,34;>3
0.1180.1;Ika;22,56;1
0.1121.1;Ika;2,33;3
0.1125.1;Ika;2,8;>3
0.1615.1;Ika;4,47;>3
